headline,score
"भारतीय मिसाइल का निशाना बना था एयरफोर्स का हेलीकाप्टर, जिसमें 7 लोगों की गई थी जान, जांच में खुलासा",2
मैंने अब तक की सर्वश्रेष्ठ पारी देखी : कोहली पर मिस्बाह,0
"बच्चे बेचने वाली नर्स गिरफ्तार, 30 सालों से लाखों में कर रही थी नवजात शिशुओं का सौदा, यूं चढ़ी पुलिस के हत्थे",0
"जब बेटों ने किया ऋतिक रोशन को हैरान, सोशल मीडिया पर लिखा ये...",2
Here's One Really Weird Thing About Butterfree,3
Ex-Lehman Trader Guilty of Fraud Charges,0
"Bigg Boss 11: अर्शी ने सलमान को लिया लपेटे में, शिल्पा की साइड लेने का लगाया आरोप",0
"Custody of Saddam Hussein given to Iraq, to be executed 'today or tomorrow'",2
23 Places You Won't Believe Are In England,4
पाक के खिलाफ जीत का श्रेय विराट कोहली और गेंदबाजों को : धोनी,0
"जानें तेजस्वी यादव ने नीतीश कुमार से क्यों कहा- खबरदार चाचा, आगे से बापू गांधी का नाम लिया तो...",1
31 Two-Person Costumes Guaranteed To Up Your Halloween Game,3
"मध्य प्रदेश में चुनाव से पहले ही बीजेपी को एक और झटका, BJP विधायक के पिता ने थामा कांग्रेस का हाथ",0
"सनसनीखेज घटना: पति ने पत्नी को बेच दिया 2 लाख में, पत्नी ने पुलिस में की शिकायत, आरोपी गिरफ्तार",4
"गौतम गंभीर ने पूर्व खिलाड़ी पर साधा निशाना, कहा- बिना कहे कुछ तो है",3
"शॉकिंग रिपोर्ट: देश के 80% लोग खा रहे हैं प्लास्टिक का खाना, जांच में हुआ चौंकाने वाला खुलासा",4
